2018-07-14 12:15:07,448 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 12:23:38,458 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 12:26:42,271 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 13:52:34,804 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 14:10:52,105 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 15:39:27,364 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 15:48:58,337 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 16:23:38,634 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 17:41:47,778 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 18:13:12,551 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 21:42:47,695 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 22:08:07,973 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 22:17:51,252 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-14 22:35:28,205 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-15 09:58:37,133 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-16 22:34:12,279 [28] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-16 23:44:58,085 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-17 12:27:14,441 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-17 20:44:18,455 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-17 22:38:42,338 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-17 23:05:55,906 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-17 23:57:59,964 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-18 22:27:32,599 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-18 22:36:43,662 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-18 22:38:06,520 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-18 22:57:56,625 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-18 23:00:21,072 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-18 23:10:54,256 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-19 21:05:44,967 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-20 21:16:55,050 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-20 21:19:20,419 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-20 21:20:30,624 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-20 21:21:35,261 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-20 21:22:43,284 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-20 21:24:12,390 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-21 16:38:14,132 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-21 17:06:02,727 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-21 18:03:07,202 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-21 21:46:40,276 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-21 22:19:55,101 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-21 22:55:13,446 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-23 22:29:24,665 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-24 18:48:14,699 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-24 22:01:26,381 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-24 22:35:17,053 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-24 22:52:54,677 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-25 22:15:06,244 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-25 23:00:03,593 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-25 23:04:02,220 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-25 23:07:39,014 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-25 23:12:08,667 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-26 20:33:45,551 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-26 20:45:42,915 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-27 15:13:26,773 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-27 15:39:19,361 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-28 09:06:15,535 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-28 09:29:54,167 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-28 09:32:45,305 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-28 17:58:24,816 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-28 18:10:37,883 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-28 18:21:29,332 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-29 21:32:30,401 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-29 21:43:47,133 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-29 21:44:52,067 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-29 21:46:11,444 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-29 22:39:15,124 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-29 22:51:13,771 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-29 23:13:17,613 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-29 23:14:11,130 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-30 21:02:03,198 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-30 21:09:37,067 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-30 22:04:09,112 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-07-30 23:01:47,981 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-06 21:52:25,599 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-07 21:50:13,829 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-07 21:54:35,866 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-07 22:24:17,713 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-07 22:39:42,090 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-07 22:43:07,740 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-12 09:38:16,288 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-13 21:38:47,106 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-13 21:50:32,723 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-13 21:52:57,671 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-13 21:58:36,953 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-14 21:25:50,173 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-15 21:11:44,111 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-15 22:00:10,306 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-15 22:02:53,020 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-15 22:04:09,634 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-17 21:37:24,115 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-17 21:48:04,251 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-17 21:54:03,761 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-17 22:08:38,310 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-18 21:14:27,412 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 21:42:01,358 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 21:44:34,133 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 21:46:03,259 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 21:50:36,664 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 22:46:56,451 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 22:50:22,387 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 22:51:24,595 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 22:51:43,787 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 23:02:12,063 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 23:08:56,236 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 23:09:37,946 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-20 23:36:15,242 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-21 22:08:27,136 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-23 21:31:41,700 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-23 21:32:27,522 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-23 21:45:38,912 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-23 21:46:51,898 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-23 21:47:04,010 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 13:25:34,313 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 13:43:21,340 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 13:44:01,782 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 13:50:25,662 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 13:55:12,577 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 14:11:32,121 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 14:29:28,457 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 17:03:28,045 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 17:06:21,689 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 17:09:46,579 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 17:31:15,978 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 18:01:43,011 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-25 18:08:06,821 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-26 09:08:54,576 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-26 09:11:32,074 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-26 10:26:07,236 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-26 11:39:51,984 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-26 11:55:56,982 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-27 22:44:58,446 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-27 22:48:24,836 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-30 21:21:15,916 [75] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-30 22:57:34,203 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-30 23:36:42,343 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-30 23:40:00,860 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-30 23:59:29,250 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-08-31 00:07:56,496 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-03 21:35:36,400 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-04 21:46:08,347 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-04 22:23:30,833 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-04 22:27:59,407 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-04 22:30:52,487 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-05 20:55:39,697 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-05 23:32:28,325 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-05 23:58:27,636 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-07 21:38:21,198 [69] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-08 15:35:53,022 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-08 16:14:57,411 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-08 16:42:32,927 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-08 17:24:18,431 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 10:41:00,608 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 10:41:54,086 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 11:32:30,146 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 12:47:54,162 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 14:50:34,692 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 15:18:06,447 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 16:23:18,474 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 16:24:56,571 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 16:25:12,101 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 20:54:10,558 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-09 21:35:47,133 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-11 21:59:30,194 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-11 22:19:16,611 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-11 22:21:42,930 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-11 23:10:17,059 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-13 22:02:09,390 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-13 22:31:35,429 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-13 23:38:41,937 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-15 21:24:30,874 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-15 21:28:11,441 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-17 21:37:12,826 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-17 21:39:49,329 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-18 20:38:38,186 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-18 21:51:56,075 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-18 22:06:14,848 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-18 22:07:08,136 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-18 22:16:07,697 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-18 22:17:41,945 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-18 22:33:22,627 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-18 22:35:55,854 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-19 21:41:13,410 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-19 22:10:49,592 [1] DEBUG BWC.Core.Common.LogManager - Application start
